"# 文本key","文本value"
"argument_unlock_380013","Вы бесчеловечны и убили более <ArguNum>50</> человек"
"argument_start","Начать дебаты"
"argument_round_num","Раунд <ArguRound>{0}</>"
"argument_libraray","Стол словесных дуэлей {0}"
"argument_delete","Удалить словесную дуэль ({0})"
"argument_haslibrary","Выбранная словесная дуэль {0}"
"argument_extra_effect","Бонусный эффект завершения"
"argument_singlechoice","Выбрать одну цель победы"
"argument_multiplechoice","Выбрать несколько целей победы"
"argument_keepfight","Продолжить дебаты"
"argument_stopfight","Завершить дебаты"
"argument_add","Добавить словесные Дуэль"
"argument_reselect","Переосмыслить ({0})"
"argument_skip","Пропустить"
"argument_library","Колода словесных дуэлей"
"argument_library_desc","Соберите все типы словесных дуэлей, чтобы получить преимущество в дебатах!"
"argument_base_dmg","Базовое красноречие <ArguNum>{0}</>"
"argument_lock_desc","Не получено"
"argument_final_effect","<ArguEnd>Финальный выбор</>\\n"
"argument_can_craft","Создаваемые словесные дуэли"
"argument_select_craft","Выбрать для создания"
"argument_reselect_merge","Повторный выбор"
"argument_confirm_merge","Определить синтез"
"argument_win","Победа"
"argument_lose","Поражение"
"argument_detail","Проверить детали"
"argument_turn_combat","Прибегнуть к силе"
"continue_argument_tips","Выберите дюйм"
"upn_type_0","<ArguPnType0>Идиома</>"
"upn_type_1","<ArguPnType1>Вид</>"
"upn_type_2","<ArguPnType2>Злонамеренный</>"
"near_dir_0","Слева"
"near_dir_1","Справа"
"near_dir_2","Сверху"
"near_dir_3","ниже"
"arg_rarity_0","<ArguRarity0>Обычный</>"
"arg_rarity_1","<ArguRarity1>Редкий</>"
"arg_rarity_2","<ArguRarity2>Эпический</>"
"arg_rarity_3","<ArguRarity3>Создан</>"
"arg_str_call_1","<ArgStrCall>Устный Сила дуэли 1 「Косматость」</>"
"arg_str_call_2","<ArgStrCall>Сила словесной дуэли 2 「Неуклюжий」</>"
"arg_str_call_3","<ArgStrCall>Сила словесной дуэли 3 「Беглый」</>"
"arg_str_call_4","<ArgStrCall>Сила словесной дуэли 4 「Артикулированный」</>"
"arg_str_call_5","<ArgStrCall>Сила словесной дуэли 5 「Выразительный」</>"
"arg_str_call_6","<ArgStrCall>Сила словесной дуэли 6 「Светлоречивая」</>"
"arg_str_call_7","<ArgStrCall>Сила словесной дуэли 7 「Хорошо говоря」</>"
"arg_str_call_8","<ArgStrCall>Сила словесной дуэли 8 「Красноречивый」</>"
"arg_str_call_9","<ArgStrCall>Сила словесной дуэли 9 「Оратор」</>"
"arg_ret_desc_1","Пусть они разовьют <ArguNum>{0}</> Восхищение вами"
"arg_ret_desc_2","Попросите о снижении цены на <ArguNum>{0}%</>"
"arg_ret_desc_3","Сделка DMG на <ArguNum>{0}%</> Макс. Vigor"
"arg_ret_desc_4","Пусть они вложат клинок в ножны"
"arg_ret_desc_5","Получите <ArguNum>{0}</> дипломатических отношений"
"arg_ret_desc_6_1","Разрешить вражду (S)"
"arg_ret_desc_6_2","Разрешить вражду (M)"
"arg_ret_desc_6_3","Разрешить вражду (L)"
"arg_ret_desc_7","Пригласить вступить в секту"
"arg_ret_desc_8","Сформировать альянс"
"arg_ret_desc_player_fail","Духи <ArguNum>{0}</>"
"arg_ret_desc_player_fail_attitude","Другая сторона ненавидит вас"
"huang_identity_up_desc","Идентификация повышена до<{0}>，нужно：\\nПрестиж династии：{1}\\nПлатить Гуаньинь：{2}"
"need_renown_desc","{0} (Текущий: {1})"
"need_item_desc","{0} (имеет: {1})"
"distribute_desc","Оборудование для распространения: {0}"
"hei_bang_page_desc","Список разыскиваемых"
"hei_bang_title_desc","Вернуть разыскиваемых преступников обратно подземелье и получите награду."
"tong_ji_desc","{0} {1} | Значение греха: {2} | Уровень розыска: {3}"
"relation_panel_assassin_btn","Просмотреть отношения {0}"
"publish_assassin_notice_message","Выдан ли приказ об убийстве для {0}?"
"publish_assassin_final_notice_message","Выдан ли приказ об убийстве для {0}?\\nПосле выпуска окончательного приказа об убийстве секта будет полностью искоренена"
"publish_death_notice_message","Вы хотите опубликовать уведомление о смерти для {0}?"
"assassin_final_notice_page","Приказ об убийстве"
"secret_story_tablet","Стела Да Хуан Ми Вэнь"
"assassin_published","(Опубликовано)"
"assassin_received","(Получил)"
"secret_story_content","Есть некоторые тексты, которые можно распознать..."
"assassin_ui_title_desc","Количество людей {0}"
"assassin_unkown_desc","？？？"
"assassin_exchange_item_page","Реквизит"
"assassin_exchange_equip_page","Снаряжение"
"assassin_exchange_title_page","Владение кровавыми деньгами: {0}"
"assassin_exchange_desc","{0} | требуется идентификация: {1} | {2}"
"assassin_notice_self","(Я опубликовал)"
"assassin_notice_page","Приказ об убийстве"
"assassin_notice_desc","{0} | Награда: {1}"
"assassin_unknown_desc","Неизвестно"
"assassin_publish_tips","Выдано:"
"assassin_publish_page_0","Школа"
"assassin_publish_page_1","Близкие друзья"
"assassin_publish_page_2","Эмоционально совместимы"
"assassin_publish_page_3","Сформировать обиду"
"assassin_publish_page_4","Семейные кровные родственники"
"assassin_publish_page_5","Под моим командованием"
"assassin_publish_desc","{0} | Требуемая награда: {1}"
"assassin_message_context","Хотите ли выдать приказ об убийстве {0} ({1})?\\nРасход: медная монета x {2}"
"collect_bonus_tips","Имущество Нефрит Удачи:\\n<Img id=item_img_93008 width=30 height=30/> {0}\\nПолучить следующюю награда:\\nразблокировать {1} запись"
"collect_page_1","Э н ц и к л о п е д и я"
"collect_page_2","Коллекция боевых искусств"
"collect_lable_11","Тысячилистник"
"collect_lable_12","Материал"
"collect_lable_13","Еда"
"collect_lable_14","Травяная пилюля"
"collect_lable_15","Устройство"
"collect_lable_16","Пейзаж"
"collect_lable_21","Оружие"
"collect_lable_22","Снаряжение"
"collect_lable_23","Навык"
"collect_lable_24","Внутренний Кунг-фу"
"collect_lable_25","Влияние"
"collect_lable_26","Знаменитость"
"collect_lable_27","Мнемоника"
"collect_cate_111","Редкий"
"collect_cate_112","Путеводная пилюля"
"collect_cate_113","Чудо-растение"
"collect_cate_121","Дерево"
"collect_cate_122","Золотой камень"
"collect_cate_123","Текстиль"
"collect_cate_124","Захват"
"collect_cate_125","Редкий Червяк"
"collect_cate_131","Деликатес"
"collect_cate_132","Напиток"
"collect_cate_133","Кулинария"
"collect_cate_134","Рыбалка"
"collect_cate_141","Лекарство"
"collect_cate_142","Эликсир"
"collect_cate_151","Украшение"
"collect_cate_152","Жизнь"
"collect_cate_153","Изысканная работа"
"collect_cate_161","Камень просвещения"
"collect_cate_162","Лот"
"collect_cate_163","Валюта"
"collect_cate_211","Железо низкого качества"
"collect_cate_212","Всемогущий отряд"
"collect_cate_221","Мирские штучки"
"collect_cate_222","Легендарный Вещи"
"collect_cate_231","Кулак"
"collect_cate_232","Ладонь"
"collect_cate_233","Удар ногой"
"collect_cate_234","Оружие"
"collect_cate_235","Скрытое оружие"
"collect_cate_241","Солнце"
"collect_cate_242","Луна"
"collect_cate_243","Гармония"
"collect_cate_244","Яд"
"collect_cate_245","Всеобъемлющее внутреннее кунг-фу"
"collect_cate_251","Восемь сект"
"collect_cate_252","Секретный файл"
"collect_cate_253","За пределами боевого Мир"
"collect_cate_254","Под подводным течением"
"collect_cate_261","Мастер боевых искусств"
"collect_cate_262","Мировое чудо"
"collect_cate_263","Знаменитость за пределами мира"
"collect_cate_271","Мнемоника для обычных"
"collect_cate_272","Мнемоника для редких"
"collect_cate_273","Мнемоника для отличных"
"collect_cate_274","Мнемоника для идеальных"
"collect_tips_2_1","Источник:"
"collect_tips_2_2","Влияние:"
"collect_tips_2_3","Размер:"
"collect_tips_3_1","Функция:"
"collect_tips_3_2","Эффект:"
"collect_tips_3_3","Движение:"
"collect_tips_3_4","Чудесные акупунктурные точки:"
"collect_tips_3_5","Навык секты:"
"collect_tips_3_6","Сила:"
"collect_tips_3_7","Добыча ресурсов:"
"collect_tips_3_8","Тип:"
"collect_tips_4_1","Введение:"
"collect_tips_4_2","Эффект:"
"collect_tips_5_1","Значение:"
"collect_tips_5_2","Атрибуты:"
"collect_tips_6_1","Степень:"
"collect_tips_7_1","Потребление:"
"collect_tips_moves_40000","{0} Ладонь"
"collect_tips_moves_40001","{0} Кулак"
"collect_tips_moves_40002","{0} Удар"
"collect_tips_moves_40003","{0} Оружие"
"collect_tips_moves_40004","{0} Тьма"
"collect_tips_moves_none","Нет Необходимые движения"
"collect_tips_acupoint_2","Цзяо"
"collect_tips_acupoint_3","Фан"
"collect_tips_acupoint_4","Юань"
"collect_tips_acupoint_none","Нет акупунктурных точек нужно"
"collect_tips_etc","Etc"
"collect_tips_skill_prop_xuan_yin_zhenqi_lv","Луна"
"collect_tips_skill_prop_chun_yang_zhenqi_lv","Солнце"
"collect_tips_skill_prop_sha_du_zhenqi_lv","Яд"
"collect_tips_skill_prop_hun_yuan_zhenqi_lv","Гармония"
"collect_tips_neigong_prop_136","Луна"
"collect_tips_neigong_prop_137","Солнце"
"collect_tips_neigong_prop_138","Яд"
"collect_tips_neigong_prop_139","Гармония"
"collection_func_1","Производство {0}"
"collection_func_2","Готовить {0}"
"collection_func_3","Создавать {0}"
"collection_item_desc_80000","Валюта, используемая в мире боевых искусств, для получения торгуйте."
"collection_item_desc_80041","Валюта, используемая в Имперской Стражи, для получения арестуйте тех, кто находится в списке разыскиваемых."
"collection_item_desc_80042","Валюта"
"collection_item_desc_80001","Получается при рубке деревьев."
"collection_item_desc_80003","Получается при добыче."
"collection_item_desc_80006","Получается при сборе."
"collection_item_desc_80025","Получается при изготовлении."
"collection_item_desc_80027","Получается при охоте на змей."
"collection_item_desc_80034","Получается при охоте на орлов."
"collection_item_desc_80035","Получается при охоте."
"collection_item_desc_80016","Получается при поимке."
"collection_item_desc_91042","Получается при рыбалке."
"collection_item_desc_91050","Присоединяйтесь к Имперской Стражи для покупок."
"collection_item_desc_91053","Присоединяйтесь к Молчаливому ворону для покупок."
"collection_item_desc_91081","Присоединяйтесь к силам Цзуйсяньфана и покупайте товары у старейшин."
"collection_item_desc_91082","Присоединяйтесь к теософским силам и покупайте у старейшин."
"collection_item_desc_93009","Добывается в боях."
"collection_item_desc_93010","Добывается за счет улучшения способностей и ежедневных занятий."
"collection_item_desc_93011","Станьте учеником Культа Незершейд и получите формулу очистки от старейшин."
"collection_item_desc_93012","Станьте учеником Культа Незершейд"
"collection_item_desc_93013","Станьте учеником Гостиной Пьяного Бессмертного и получите формулу заваривания от старейшин."
"collection_item_desc_93014","Продукт неудачного заваривания."
"collection_item_desc_93015","Станьте учеником Культа Пяти Драконов и приобретите предметы в боях с насекомыми."
"collection_item_desc_93016","Станьте учеником Павильона Небесной Кузницы и приобретите предметы у старейшин за монеты."
"collection_item_desc_93017","Станьте учеником Дома Мечей Линь Лан и приобретите предметы у старейшин после вступления в секту."
"collection_item_desc_93018","Станьте учеником Культа Пяти Драконов и приобретите предметы у старейшин после вступления в секту."
"collection_decoration_desc_200001","Камень Просвещения, оставленный предшественниками. Выполните условия и посетите в определенное время, чтобы овладеть навыком: 'Песнь винопития'"
"collection_decoration_desc_200002","Камень Просвещения, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть навыком: 'Волна Зверей'."
"collection_decoration_desc_200003","Камень Просветления, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть Внутренним Кунгфу: 'Искусство сердца'"
"collection_decoration_desc_200004","Камень Просвещения, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть навыком: 'Пламенная сабля'"
"collection_decoration_desc_200005","Камень Просветления, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть Внутренним Кунгфу: 'Решение горящего сердца' "
"collection_decoration_desc_200006","Камень Просветления, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть Внутренним Кунгфу: 'Искусство пьянства'"
"collection_decoration_desc_200007","Камень Просветления, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть Внутренним Кунгфу: 'Сила трансформации дракона'"
"collection_decoration_desc_200008","Камень Просветления, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть секретами Эксперта Цингуна."
"collection_decoration_desc_200009","Камень Просветления, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть Внутренним Кунгфу: 'Ядовитое защитное заклинание'"
"collection_decoration_desc_200010","Камень Просвещения, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть навыком: 'Порочная рука'"
"collection_decoration_desc_200011","Камень Просвещения, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть навыком: 'Паучья Рука'"
"collection_decoration_desc_200012","Камень Просветления, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть Внутренним Кунгфу: 'Заклинание спокойствия'."
"collection_decoration_desc_200013","Камень Просветления, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть Внутренним Кунгфу: 'Пьяный бессмертный.'"
"collection_decoration_desc_200014","Камень Просветления, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть Внутренним Кунгфу: 'Морозное заклинание'"
"collection_decoration_desc_200015","Камень Просвещения, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть навыком: 'Арктическая Ладонь'."
"collection_decoration_desc_200016","Камень Просвещения, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть навыком: 'Песнь Иллюзиониста'."
"collection_decoration_desc_200017","Камень Просветления, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть секретами Эксперта Цингуна."
"collection_decoration_desc_200018","Камень Просвещения, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть навыком: 'Меч Снежного Отступления.'"
"collection_decoration_desc_200019","Камень Просвещения, оставленный предшественниками. Выполняйте условия и посещайте в определенное время, чтобы овладеть навыком: 'Меч Тающего Снега.'"
"collection_decoration_info_args_200301","Озеро Чистой Волны"
"collection_decoration_info_args_200302","Склон Диких Песков"
"collection_decoration_info_args_200303","Вулкан Лавы"
"collection_decoration_info_args_200304","Гроты Красных Утёсов"
"collection_decoration_info_args_200305","Отсеченный Ладонью Каньон"
"collection_decoration_info_args_200306","Горячий источник земной жилы"
"collection_decoration_info_args_200307","Поместье Туманных Облаков"
"collection_decoration_info_args_200308","Орлиная охота Платформа"
"collection_decoration_info_args_200309","Хребет Миазмы"
"collection_decoration_info_args_200310","Хребет Гадюки"
"collection_decoration_info_args_200311","Хребет Золотой Обезьяны"
"collection_decoration_info_args_200312","Глубокое ледяное озеро"
"collection_decoration_info_args_200313","Озеро Снегопада"
"collection_decoration_info_args_200314","Поместье Ледяная слива"
"collection_decoration_info_args_200315","Ручей Ледяного Червя"
"collection_decoration_info_args_200316","Гора Змеиная Спина"
"collection_decoration_info_args_200317","Зеркальное озеро Каменный Лес"
"collection_decoration_info_args_200318","Ледниковый хребет"
"collection_decoration_info_args_200319","Озеро Драконий Клык"
"collection_equipment_desc_300001","Простой аксессуар для волос, удерживающий волосы на месте, по скромной цене."
"collection_equipment_desc_300002","Изготовленный из бамбука, он популярен в королевстве за свой элегантный стиль."
"collection_equipment_desc_300003","Изготовленный из тонкого шелка, идеально подходит для фиксации волос."
"collection_equipment_desc_300004","Изготовленный из древесных лоз, пропитанных огненным маслом, обеспечивает устойчивость к холоду, но уязвим к огню."
"collection_equipment_desc_300005","Высоко популярен за свою исключительную устойчивость к холоду, известен во всем регионе горы Оро."
"collection_equipment_desc_300006","Его отличительный дизайн излучает мощную кровожадную ауру, бросающую вызов обычным владельцам."
"collection_equipment_desc_300007","Коническая шляпа, украшенная красной тканью, символизирует осторожность и мудрость среди воинственных путешественников."
"collection_equipment_desc_300008","Сплетенная из прочного бамбука, обеспечивающая надежную защиту."
"collection_equipment_desc_300009","Сложно сплетенная коническая шляпа, названная так из-за ее стремления достичь величия."
"collection_equipment_desc_300010","Эта резинка для волос, отмеченная древними монетными печатями, символизирует богатство и престиж."
"collection_equipment_desc_300011","Украшена небесными мотивами, символизирует ясность и проницательность."
"collection_equipment_desc_300012","Признанный символом Имперской Стражи, говорят, что опасность надвигается, когда появляется узор 'летучая рыба'."
"collection_equipment_desc_300013","Расчищает дикие травы, чтобы открыть новые пути, скрывая своего владельца, как перо ворона."
"collection_equipment_desc_300014","Использует изначальные силы Инь и Ян, уравновешивая четыре направления."
"collection_equipment_desc_300015","Излучает благоприятную фиолетовую ауру, глядя на Нефритовый пруд с грацией танцующей лазурной птицы, спускающейся вниз."
"collection_equipment_desc_300016","Когда монахи спрашивают о моем путешествии на запад, я говорю о вневременном горном жилище. Когда белые облака рассеиваются после полуночи, яркая луна появляется в окне."
"collection_equipment_desc_300017","Откажись от мимолетной славы и богатства, владей мечом мудрости с непоколебимой решимостью."
"collection_equipment_desc_300018","Кто может считаться несравненным на протяжении веков? Выносливый, как вечные реки."
"collection_equipment_desc_300019","Как сон, мимолетный, но неземной, рожденный не этим миром, превосходящий смертное и божественное."
"collection_equipment_desc_300020","Бамбуковая шляпа и зеленая соломенная накидка, не подверженная косым ветрам и легкому дождю, не требующая отступления."
"collection_equipment_desc_300021","Орлиный взгляд в увядшей траве, легкая походка, когда тает снег."
"collection_equipment_desc_300022","Сотканный из тонкого шелка, легкий и удобный для ношения, любимый учеными."
"collection_equipment_desc_300023","Грубый по текстуре, но прочный, любимый наряд среди воинственных странников."
"collection_equipment_desc_300024","В вечные снега и сильный холод горы Оро эта одежда носится, чтобы противостоять холоду, за что и получила свое название."
"collection_equipment_desc_300025","Полудлиненная одежда, украшенная железными кольцами, излучающая свирепый нрав."
"collection_equipment_desc_300026","Произведена из соломенной накидки, дополненной темно-красными украшениями."
"collection_equipment_desc_300027","Короткий халат, который носят практикующие дзен."
"collection_equipment_desc_300028","Соткан из тонкого шелка, легкий и удобный для ношения, любимый учеными."
"collection_equipment_desc_300029","Изготовлен полностью из огненно-масляной ткани, обеспечивает превосходную защиту, украшен наплечниками для грозного вида."
"collection_equipment_desc_300030","Распространенный стиль Центральных равнин, повышенный в цене с добавлением меха на плечах."
"collection_equipment_desc_300031","Капли чернил, как падающий снег, покрывают обширные ландшафты."
"collection_equipment_desc_300032","Признанный символом Имперской Стражи, говорят, что опасность надвигается, когда появляется узор 'летучая рыба'."
"collection_equipment_desc_300033","Расчищает дикие травы, чтобы открыть новые пути, скрывая своего владельца, как перо ворона."
"collection_equipment_desc_300034","Постоянная заноза в спине, как будто сидишь на иголках."
"collection_equipment_desc_300035","Казалось бы, пропитанная божественностью, укрепляет тело."
"collection_equipment_desc_300036","Легкий, как перышки, с порхающим прикосновением, похожим на мелкую пыль."
"collection_equipment_desc_300037","Нежная текстура шелка превосходит даже снег."
"collection_equipment_desc_300038","Стойкий сквозь века, вечный без границ."
"collection_equipment_desc_300039","Неизвестный, но почитаемый, рожденный не руками смертных, а мистической сущностью."
"collection_equipment_desc_300040","Бамбуковая шляпа и зеленая соломенная накидка, неуязвимы для косых ветров и легкого дождя, не требуют отступления."
"collection_equipment_desc_300041","Уникальный по дизайну, любимый воинами-странниками."
"collection_equipment_desc_300042","Сотканный из тонкого шелка, легкий и удобный для ношения, любимый учеными."
"collection_equipment_desc_300043","Грубый по текстуре, но прочный, любимый наряд воинов-странников."
"collection_equipment_desc_300044","В вечных снегах и пронизывающем холоде горы Оро эта одежда оправдывает свое название."
"collection_equipment_desc_300045","Для уникальной маскировки, демонстрирующей безжалостную хитрость."
"collection_equipment_desc_300046","Изготовлен из соломенной накидки, дополненной алыми украшениями."
"collection_equipment_desc_300047","Обычная одежда, которую носят практикующие дзен."
"collection_equipment_desc_300048","Сотканная из тонкого шелка, легкая и удобная для ношения, любимая учеными."
"collection_equipment_desc_300049","Изготовленная полностью из огненно-масляной ткани, обеспечивающая превосходную защиту."
"collection_equipment_desc_300050","Обычный стиль Центральных равнин, часто носят знатные семьи."
"collection_equipment_desc_300051","Стремительно поднимайтесь, шагая по лазурным облакам."
"collection_equipment_desc_300052","Признанный символом Императорской Стражи, говорят, что опасность нависает, когда появляется узор 'Летучая рыба'."
"collection_equipment_desc_300053","Расчищает дикие травы, чтобы открыть новые пути, скрывая своего владельца, как перо ворона."
"collection_equipment_desc_300054","Две ноги проходят тысячу миль, одежды часто собирают пыль, путешествуя восемьсот миль туда и обратно."
"collection_equipment_desc_300055","Эхо рек и морей, кружащееся вокруг колен. Там, где разворачиваются истории, рассказывается рыба."
"collection_equipment_desc_300056","У реки Ракшаса, где люди кормят тигров. У подножия горы Дочери, где призраки воют, как соловьи."
"collection_equipment_desc_300057","За пределами границ, но безгранично."
"collection_equipment_desc_300058","Звезды выстраиваются в ряд на своих орбитах, солнце и луна в непрерывном цикле. За пределами смертного понимания, мысль превосходит."
"collection_equipment_desc_300059","Ширококлинковый двуручный меч с существенным весом, требует от владельца большой силы."
"collection_equipment_desc_300060","Меч, оставленный мастером бесчисленное множество веков назад."
"collection_equipment_desc_300061","Охватывает чистый бриз и яркую луну."
"collection_equipment_desc_300062","Выкованный из чистого железа, исключительно прочный, непревзойденный выбор для странствий по миру боевых искусств."
"collection_equipment_desc_300063","Окруженный кровожадной аурой, он вселяет страх во врагов, когда сталкивается с ними."
"collection_equipment_desc_300064","Поднимая чашу, чтобы пригласить яркую луну, создавая три фигуры в тени."
"collection_equipment_desc_300065","Напоминающий поясной нож, с более коротким и изогнутым лезвием по сравнению с типичными поясными ножами, он служит оружием принуждения Имперской Стражи."
"collection_equipment_desc_300066","Мимолетный проблеск, кровь проливается на пять шагов."
"collection_equipment_desc_300067","Десять шагов, чтобы убить одного человека, тысяча миль без следа."
"collection_equipment_desc_300068","Изготовленный из персикового дерева десятилетней выдержки, он может похвастаться большой прочностью."
"collection_equipment_desc_300069","В эпоху Великого Императора, излюбленное оружие среди мастеров боевых искусств во времена запрета на военные действия."
"collection_equipment_desc_300070","Выкованный из очищенного железа, весом в восемьдесят один катти, он вызывает грозный порыв при использовании."
"collection_equipment_desc_300071","Не обладает убойной силой, но причиняет сильную боль при ударе."
"collection_equipment_desc_300072","Посох, сделанный из виноградной лозы."
"collection_equipment_desc_300073","Посох, украшенный нефритом для обозначения статуса, часто используемый знатью."
"collection_equipment_desc_300074","Изготовленный полностью из нефритового бамбука, он дорог в производстве."
"collection_equipment_desc_300075","Безжалостное оружие, предназначенное для дробления костей."
"collection_equipment_desc_300076","При правильном использовании он становится ужасающим оружием. Не стоит недооценивать способность этого молота сокрушать оборону противника."
"collection_equipment_desc_300077","Длинная булава с волчьими зубами, необычайная по своей смертоносности."
"collection_equipment_desc_300078","Сокрушает драконов и тигров, проносится через океаны и реки."
"collection_equipment_desc_300079","Проникая сквозь жилы земли, попирая прорицания, чтобы потрясти звезды."
"collection_equipment_desc_300080","Непрестанно и неудержимо, течет бесконечно."
"collection_equipment_desc_300081","Угли жизни среди пепла."
"collection_equipment_desc_300082","Тепло превращается в ледяные глубины."
"collection_equipment_desc_300083","Древний меч Тайэ, три фута зеленой мощи. Вихревые ветры разбивают течение реки."
"collection_equipment_desc_300084","Тоска, как высокая сосна, рассекающая бамбук так же неумолимо, как тысяча стеблей."
"collection_equipment_desc_300085","Плоский и острый по форме, простой, но практичный."
"collection_equipment_desc_300086","Переделанная из обычной монеты, одна сторона выкована в форме полумесяца, также известная как Полумесяцеобразный край."
"collection_equipment_desc_300087","Выкован из очищенного железа, исключительно смертоносен, но имеет высокую цену."
"collection_equipment_desc_300088","Широко используется для охоты и рыбалки, почти каждый рыбак или охотник носит его с собой."
"collection_equipment_desc_300089","Оружие, требующее большой силы и точности в обращении, способное пронзить человека одним ударом."
"collection_equipment_desc_300090","По форме напоминает финик, с внутренними шипами, которые затрудняют извлечение после попадания в тело."
"collection_equipment_desc_300091","Тонкая железная игла с отметиной в виде цветка сливы на кончике для удобства использования."
"collection_equipment_desc_300092","Цепи, связывающие души, разработанные для поражения конечностей противников, используются исключительно Имперской Гвардией."
"collection_equipment_desc_300093","Набор соединенных колец, каждое из которых вложено в другое, их трудно защитить."
"collection_equipment_desc_300094","Похожий на лотос, он раскрывает свои восемь лепестков, готовый рассыпаться легким поворотом."
"collection_equipment_desc_300095","Белая нефритовая игла, полая для инъекций токсинов, поэтому называется Нефритовым жалом."
"collection_equipment_desc_300096","Облачный саван, Танец дождя и Громовой удар — это набор скрытого оружия, созданного Мастером маскировки."
"collection_equipment_desc_300097","Облачный саван, Танец дождя и Громовой удар — это набор скрытого оружия, созданного Мастером маскировки."
"collection_equipment_desc_300098","Облачный саван, Танец дождя и Громовой удар — это набор скрытого оружия, созданного Мастером маскировки."
"collection_equipment_desc_300099","Оперения стрел, созданные из редких материалов, в форме алого сердца, обладающие исключительной проникающей способностью."
"collection_equipment_desc_300100","Форма, напоминающая цветок лотоса, при активации механизма выпускает летящие иглы, похожие на семена лотоса, не оставляя возможности сбежать."
"collection_equipment_desc_300101","Скрытый метательный нож в форме ивового листа"
"collection_equipment_desc_300102","Шквал тонких игл"
"collection_equipment_desc_300103","Вариант Стрелы Радости"
"collection_equipment_desc_300104","Издает оглушительный грохот при выстреле"
"collection_equipment_info_args_40001","Получается при создании."
"collection_equipment_info_args_40002","Получается при вступлении в Имперскую Гвардию."
"collection_equipment_info_args_40003","Получается при вступлении в Молчаливого Ворона."
"collection_equipment_info_args_40004","? ? ?"
"collection_skill_info_info_args_50001","Неизвестно"
"collection_skill_info_info_args_50002","Шестимильный Лонгтинг"
"collection_skill_info_info_args_50003","Гора Бэйман"
"collection_skill_info_info_args_50004","Тенистое ущелье"
"collection_skill_info_info_args_50005","Пьяное Бессмертное озеро"
"collection_skill_info_info_args_50006","Нора Девяти Волков"
"collection_skill_info_info_args_50007","Рубиновый утес"
"collection_skill_info_info_args_50008","Бамбук Пруд"
"collection_skill_info_info_args_50009","Долина хребта дракона"
"collection_skill_info_info_args_50010","Приобрести"
"collection_skill_info_info_args_50011","Подключить акупунктурные точки"
"collection_skill_info_info_args_50012","Гора бедствия"
"collection_skill_info_info_args_50013","Секта ваджра"
"collection_skill_info_info_args_50014","Банда Майлза"
"collection_skill_info_info_args_50015","Храм безмятежности"
"collection_skill_info_info_args_50016","Гора Cloudshade"
"collection_skill_info_info_args_50017","Greenpeak Sect"
"collection_skill_info_info_args_50018","Mount Millibeast"
"collection_skill_info_info_args_50019","Ezoteric Buddha Sect"
"collection_skill_info_info_args_50020","LinLang Swordhouse"
"collection_skill_info_info_args_50021","Skyforge Pavilion"
"collection_neigong_info_args_60001","Приобрести"
"collection_neigong_info_args_60002","Неизвестно"
"collection_neigong_info_args_60003","Шестимильный Лонгтинг"
"collection_neigong_info_args_60004","Гора Бэйман"
"collection_neigong_info_args_60005","Тенистое ущелье"
"collection_neigong_info_args_60006","Пьяное Бессмертное озеро"
"collection_neigong_info_args_60007","Нора Девяти Волков"
"collection_neigong_info_args_60008","Рубиклифф Овраг"
"collection_neigong_info_args_60009","Бамбуковый пруд"
"collection_neigong_info_args_60010","Долина Драконьего хребта"
"collection_neigong_info_args_60011","Подключение акупунктурных точек"
"collection_neigong_info_args_60012","Гора Бедствия"
