"# 文本key","文本value"
"nimi_game_103_3","하지만 변형 기술을 연결하여 추가로 연결하고 동작 유형을 변경할 수 있습니다."
"nimi_game_103_4","손 기술을 다리 기술로 변경하면 2가지 다른 동작을 만족합니다."
"nimi_game_103_5","괘초를 계속 연결하여 다른 동작을 이을 수 있습니다."
"nimi_game_103_6","이렇게 하면 한 번에 세 가지 다른 동작을 사용하여 묘수를 발동합니다."
"nimi_game_103_7","3가지 다른 동작을 연결하여 묘수를 발동하고, 추가로 1개 동작을 뽑습니다."
"nimi_game_103_8","주먹 기술을 1개 더 연결하여 주먹 기술 4개를 발동하고 연초를 발동하며, 추가로 1개 동작을 더 뽑습니다."
"nimi_game_104_1","현재 주먹 기술 5개만 있습니다. 수초를 이용하여 다음 회합에 동작을 복사할 수 있습니다."
"nimi_game_104_2","이 주먹 기술 복사"
"nimi_game_104_3","연결할 수 있는 같은 동작을 계속 연결합니다."
"nimi_game_104_4","이번 회합에는 최대 6개의 동작만 연결할 수 있지만 수초를 사용하면 다음 회합 초기 동작이 1개 더 추가됩니다."
"nimi_game_104_5","동작을 사용하면 다음 회합에 동작이 1개 더 추가됩니다."
"jingmai_operate_desc_0","단전에서 진기를 끌어냅니다."
"jingmai_operate_desc_1","혈위 연결"
"jingmai_operate_desc_2","내공 필요에 따라 순서대로 연결합니다."
"jingmai_operate_desc_3","하나의 진기 경로에는 내공에 필요한 혈위 순서가 포함되어야 합니다."
"jingmai_operate_desc_4","마지막으로 단전으로 돌아와 진기 순환을 형성하여 내공을 활성화합니다."
"jingmai_operate_desc_5","활성화 취소"
"jingmai_operate_desc_6","활성화"
"jingmai_operate_desc_7","보기 취소"
"解锁地块操作",""
"unlock_tile_operate_desc","아이콘을 클릭하여 토지를 해제합니다."
"unlock_tile_operate_desc_gamepad","<img id=""Gamepad_FaceButton_Bottom""/> 를 눌러 토지를 해제합니다."
"领悟要诀",""
"lottery_entry_operate_desc","여기를 클릭하여 요결을 깨닫습니다."
"lottery_entry_operate_desc_gamepad","<img id=""Gamepad_FaceButton_Bottom""/> 를 눌러 요결을 깨닫습니다."
"unlock_collection_operate_desc","대천 도표를 클릭하여 도감을 확인합니다."
"language_tips1","언어를 변경하면 로그인 화면으로 돌아갑니다. 변경하시겠습니까?"
"End_Combat_Reason_1","중상을 입고 기절했습니다."
"End_Combat_Reason_2","항복"
"End_Combat_Reason_3","기혈 고갈"
"End_Combat_Reason_4","혼귀천명"
"End_Combat_Reason_5","만취"
"End_Combat_Reason_6","동결"
"End_Combat_Reason_7","서심식골부에 걸려서 강제로 억제당하다"
"operate_tips_1","<Huang22>{0}</> 하강 <Huang22>{1}</> 상승 <Huang22>{2}</> 돌진"
"operate_tips_2","<Huang22>WASD</> 카메라 이동 <Huang22>휠</> 카메라 확대/축소 <Huang22>왼쪽 클릭</> 선택/배치 <Huang22>R키</> 회전 <Huang22>오른쪽 클릭</> 삭제/선택 취소"
"operate_tips_3","<Huang22>왼쪽 클릭</> 표시 <Huang22>오른쪽 클릭 드래그</> 지도 이동"
"operate_tips_4","<Huang22>Shift+아이템 클릭</> 모두 이동"
"operate_tips_5","<Huang22>왼쪽 클릭</> 토지 배치 <Huang22>오른쪽 클릭 드래그</> 지도 이동 <Huang22>R키</> 토지 회전"
"operate_tips_6","<Huang22>WASD</> 카메라 이동 <Huang22>휠</> 카메라 확대/축소"
"operate_tips_7","{0} 하강 {1} 상승 {2} 돌진"
"operate_tips_8","<Huang22>R키</> 회전"
"operate_tips_9","<Huang22>왼쪽 클릭</> 선택한 검기를 배치 <Huang22>오른쪽 클릭</> 선택한 검기 취소 <Huang22>R키</> 선택한 검기 회전"
"operate_tips_10","<Huang22>R키</> 선택된 능력 초기화"
"operate_gamepad_tips_2","<img id=""Gamepad_DPad_Left""/> 아이템 선택 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_LeftStick""/> 카메라 이동 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_RightStick""/> 카메라 확대/축소 <img id=""Gamepad_LeftStick""/> 아이템 이동 <img id=""Gamepad_RightTrigger""/> 회전 <img id=""Gamepad_FaceButton_Bottom""/> 선택/배치 <img id=""Gamepad_FaceButton_Left""/> 삭제/선택 취소"
"operate_gamepad_tips_6_1","<img id=""Gamepad_DPad_Down""/> 구성원 선택 <img id=""Gamepad_RightTrigger""/> 명령 모드 진입"
"operate_gamepad_tips_6_2","<img id=""Gamepad_FaceButton_Right""/> 메뉴 닫기 <img id=""Gamepad_RightTrigger""/> 명령 모드 종료"
"gamepad_operate_ChildInherit_PropItem","<img id=""Gamepad_LeftShoulder""/><img id=""Gamepad_FaceButton_Top""/> 속성 증감"
"gamepad_operate_ShortcutKeyList","<img id=""Gamepad_DPad_Left""/> 선택 <img id=""Gamepad_FaceButton_Bottom""/> 확인 <img id=""Gamepad_FaceButton_Top""/> 전환 <img id=""Gamepad_FaceButton_Right""/> 돌아가기"
"gamepad_operate_PlaceTileMap","<img id=""Gamepad_RightStick""/> 카메라 이동 <img id=""Gamepad_LeftThumbstick""/> 토지 회전 <img id=""Gamepad_FaceButton_Left""/> 토지 배치 <img id=""Gamepad_FaceButton_Right""/> 돌아가기"
"gamepad_operate_PlaceTileMap_1","<img id=""Gamepad_RightStick""/> 카메라 이동 <img id=""Gamepad_LeftThumbstick""/> 토지 회전 <img id=""Gamepad_FaceButton_Left""/> 재배치 <img id=""Gamepad_FaceButton_Right""/> 돌아가기"
"gamepad_operate_PlaceJianQi","<img id=""Gamepad_FaceButton_Bottom""/> 선택한 검기 배치 <img id=""Gamepad_LeftThumbstick""/> 선택한 검기 회전 <img id=""Gamepad_RightThumbstick""/> 선택한 검기 취소 <img id=""Gamepad_FaceButton_Left""/> 숨기기/보이기 <img id=""Gamepad_FaceButton_Top""/> 펼치기/접기"
"gamepad_operate_ReplaceTileMapPanel","<img id=""Gamepad_RightStick""/> 카메라 이동 <img id=""Gamepad_FaceButton_Left""/> 토지 회전 <img id=""Gamepad_FaceButton_Bottom""/> 집어 들기/내려놓기"
"gamepad_operate_DealPanel","<img id=""Gamepad_DPad_Left""/> 선택 <img id=""Gamepad_FaceButton_Bottom""/> 확인"
"gamepad_operate_AuctionPanel","<img id=""Gamepad_LeftShoulder""/><img id=""Gamepad_FaceButton_Top""/> 경매 속도 전환"
"gamepad_operate_MainRT","<img id=""Gamepad_DPad_Left""/> 목표 전환"
"gamepad_operate_ChangeName","<img id=""Gamepad_DPad_Left""/> 키보드 표시"
"gamepad_operate_AbilityExtand","<img id=""Gamepad_FaceButton_Left""/> 선택된 능력 초기화"
"gamepad_operate_CreateSectPanel","<img id=""Gamepad_DPad_Right""/> 특수 능력 선택 <img id=""Gamepad_FaceButton_Left""/> 특수 능력 활성화/비활성화"
"gamepad_operate_CreateCharacter","<img id=""Gamepad_DPad_Right""/> 입력 항목 전환 <img id=""Gamepad_FaceButton_Bottom""/> 키보드 표시"
"gamepad_operate_AuctionPanel_1","<img id=""Gamepad_FaceButton_Bottom""/> 경매 물품 확인"
"gamepad_operate_AuctionPanel_2","<img id=""Gamepad_FaceButton_Bottom""/> 경매 참가자 확인"
"gamepad_operate_SectOccupyTile_1","<img id=""Gamepad_RightStick""/> 지도 이동 <img id=""Gamepad_FaceButton_Left""/> 토지 선택"
"gamepad_operate_SectOccupyTile_2","<img id=""Gamepad_RightStick""/> 지도 이동 <img id=""Gamepad_FaceButton_Left""/> 토지 선택 <img id=""Gamepad_FaceButton_Bottom""/> 구성원 선택"
"gamepad_operate_build_0","<img id=""Gamepad_DPad_Left""/> 청사진 선택 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_LeftStick""/> 카메라 이동 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_RightStick""/> 카메라 확대/축소 <img id=""Gamepad_LeftStick""/> 마우스 이동 <img id=""Gamepad_FaceButton_Bottom""/> 확인"
"gamepad_operate_build_0_1","<img id=""Gamepad_DPad_Left""/> 청사진 슬롯 선택 <img id=""Gamepad_FaceButton_Bottom""/> 입력"
"gamepad_operate_build_1","<img id=""Gamepad_DPad_Up""/> 시설 선택 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_LeftStick""/> 카메라 이동 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_RightStick""/> 카메라 확대/축소 <img id=""Gamepad_LeftStick""/> 마우스 이동 <img id=""Gamepad_FaceButton_Bottom""/> 배치/시설 선택"
"gamepad_operate_build_2","<img id=""Gamepad_DPad_Up""/> 바닥 선택 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_LeftStick""/> 카메라 이동 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_RightStick""/> 카메라 확대/축소 <img id=""Gamepad_LeftStick""/> 마우스 이동 <img id=""Gamepad_FaceButton_Bottom""/> 배치/취소"
"gamepad_operate_build_3","<img id=""Gamepad_DPad_Up""/> 시설 선택 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_LeftStick""/> 카메라 이동 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_RightStick""/> 카메라 확대/축소 <img id=""Gamepad_LeftStick""/> 마우스 이동 <img id=""Gamepad_FaceButton_Bottom""/> 배치/시설 선택"
"gamepad_operate_build_4","<img id=""Gamepad_DPad_Up""/> 문 선택 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_LeftStick""/> 카메라 이동 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_RightStick""/> 카메라 확대/축소 <img id=""Gamepad_LeftStick""/> 마우스 이동 <img id=""Gamepad_FaceButton_Bottom""/> 배치/취소"
"gamepad_operate_build_5","<img id=""Gamepad_DPad_Up""/> 창문 선택 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_LeftStick""/> 카메라 이동 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_RightStick""/> 카메라 확대/축소 <img id=""Gamepad_LeftStick""/> 마우스 이동 <img id=""Gamepad_FaceButton_Bottom""/> 배치/취소"
"gamepad_operate_build_6","<img id=""Gamepad_DPad_Up""/> 지붕 선택 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_LeftStick""/> 카메라 이동 <img id=""Gamepad_LeftTrigger""/>+<img id=""Gamepad_RightStick""/> 카메라 확대/축소"
"gamepad_operate_cancel_decoration","<img id=""Gamepad_FaceButton_Left""/> 배치 취소"
"gamepad_operate_rotator_decoration","<img id=""Gamepad_RightTrigger""/> 시설 회전"
"gamepad_operate_rotator_build","<img id=""Gamepad_RightTrigger""/> 건물 회전"
"gamepad_operate_employ","<img id=""Gamepad_DPad_Down""/> 부하 선택 <img id=""Gamepad_DPad_Right""/> 부하 상태 선택"
"gamepad_operate_applicant","<img id=""Gamepad_DPad_Down""/> 신청자 선택 <img id=""Gamepad_DPad_Right""/> 허용/거절 선택"
"gamepad_operate_hei_bang","<img id=""Gamepad_DPad_Down""/> 지명수배범 선택"
"gamepad_operate_skill_entry_lottery_panel","<img id=""Gamepad_LeftTrigger""/> 요결 미리보기 표시 <img id=""Gamepad_FaceButton_Bottom""/> 경험 사용 <img id=""Gamepad_LeftStick""/> 경험/요결 보기 선택"
"gamepad_operate_event_task_panel","<img id=""Gamepad_LeftTrigger""/>/<img id=""Gamepad_RightTrigger""/> 위임 분류 전환 <img id=""Gamepad_FaceButton_Top""/> 완료/현재 임무 전환 <img id=""Gamepad_FaceButton_Bottom""/> 확인 <img id=""Gamepad_FaceButton_Right""/> 돌아가기 <img id=""Gamepad_LeftShoulder""/>/<img id=""Gamepad_FaceButton_Top""/> 이전 페이지/다음 페이지"
"gamepad_operate_change_equip_prop_panel","<img id=Gamepad_DPad_Left""/> 장비/속성 선택 <img id=""Gamepad_DPad_Up""/> 선택한 속성 전환 <img id=""Gamepad_LeftShoulder""/> 능력치 추출 \\n<img id=""Gamepad_FaceButton_Top""/> 지향 세척 <img id=""Gamepad_FaceButton_Top""/> 능력치 분해 확인 <img id=""Gamepad_FaceButton_Left""/> 속성 슬롯 추가"
"renown_desc_-3","증오 분노"
"renown_desc_-2","원수처럼 여김 혐오"
"renown_desc_-1","멸시 경멸"
"renown_desc_0","무명"
"renown_desc_1","약간 유명"
"renown_desc_2","명성이 자자함"
"renown_desc_3","숭배 존경"
"renown_influence_desc","{0}의 평판"
"Treasure_tips","「보물지도」: 보물지도의 붉은 십자가 표시 위치를 참고하여 큰 지도에서 매장 지점을 찾습니다."
"world_to_be_generated","접속 후 생성"
"world_option_desc","세계 옵션: \\n{0}"
"world_init_size","초기 지형 수량"
"world_environment","특수 환경"
"world_res_reborn_speed","자원 재생"
"world_animal_reborn_speed","생물 재생"
"world_expansion_type","세력 확장"
"world_npc_reputation_type","중생 명성"
"world_default","신세계"
"world_init_size_0","「없음」1"
"world_init_size_1","「작음」20"
"world_init_size_2","「중간」40"
"world_init_size_3","「큼」60"
"world_environment_0","무작위 환경"
"world_environment_1","온화"
"world_environment_2","혹한"
"world_environment_3","사막"
"world_environment_4","독기"
"world_environment_5","혹서"
"world_res_reborn_speed_0","정상"
"world_res_reborn_speed_1","느림"
"world_res_reborn_speed_2","빠름"
"world_animal_reborn_speed_0","정상"
"world_animal_reborn_speed_1","느림"
"world_animal_reborn_speed_2","빠름"
"world_expansion_type_0","정상"
"world_expansion_type_1","평화"
"world_expansion_type_2","공격적"
"world_npc_reputation_type_0","정상"
"world_npc_reputation_type_1","선량"
"world_npc_reputation_type_2","악"
"WriteBookPanel_Btn_1","집필"
"Common_Writting","집필 중..."
"PitSpacePlace","짐승 우리 빈자리"
"employee_cai_ji_ing","(채집 중...이미 누적된 {0}시진)"
"archive_title","저장"
"save_game","게임 저장"
"load_game","게임 불러오기"
"auto_save","자동 저장"
"manual_save","수동 저장"
"archive_info","게임 저장 정보"
"archive_version","저장 시 버전 번호: V{0}"
"tile_bonus_num","복옥 수량"
"unlock_destiny_num","해금 천명"
"ability_exp_point","혈맥 점수"
"skill_and_neigong_num","쿵푸 유물"
"archive_world_tile_num","{0}지형 수"
"button_save","저장"
"button_override","덮어쓰기"
"button_delete","삭제"
"button_load","읽기"
"archive_override_tips","이 저장 파일을 덮어쓸까요?"
"archive_delete_tips","이 저장 파일을 삭제할까요?"
"archive_load_tips","이 저장 파일을 불러올까요?"
"archive_player_num","플레이어 수"
"archive_world_num","세계 수"
"archive_change_to_json","일반 텍스트 저장 파일로 변환"
"archive_change","변환"
"archive_error_delete","잘못된 저장 파일 삭제"
"report_game_data","게임 데이터 보고"
"shortcut_selected_tips","배낭에서 넣을 아이템 선택"
"quit_team","이탈"
"follow","추종"
"stop","정지"
"all_quit","모두 이탈"
"all_stop","모두 정지"
"all_follow","모두 추종"
"select_all","모두 선택"
"yun_gong","운공"
"select_all_cancel","전체 선택 취소"
"Child_Inherit_Panel_1","부모 유전"
"Child_Inherit_Panel_2","「부모 양측의 자질에 따라 자손의 기본 속성과 능력 결정」\\n「부모가 강할수록 할당 가능한 속성이 높음」"
"Child_Inherit_Prop_Point_Num","남은 속성 포인트 · {0}"
"Surname_Father","부성을 따름"
"Surname_Mother","모성을 따름"
"Adult_Need_Day","성년까지 남은 {0}일"
"Child_State_Desc_0","태아 시절"
"Child_State_Desc_1","초도 시절"
"Child_State_Desc_2","유아 시절"
"Child_State_Desc_3","유학 시절"
"Child_State_Desc_4","성동 시절"
"Child_State_Desc_5","성년 시절"
"Mod界面",""
"ModPanel_0","모듈 관리"
"ModPanel_1","다운로드"
"ModPanel_2","창작 마당"
"ModPanel_3","돌아가기"
"ModPanel_4","모듈 위로 이동"
"ModPanel_5","모듈 아래로 이동"
"ModPanel_6","모듈 활성화"
"ModPanel_7","모듈 비활성화"
"ModPanel_8","빌드 버전: {0}"
"ModPanel_9","모드 버전: {0}"
"ModPanel_10","구 버전"
"ModPanel_11","(빌드 버전과 게임 본체 버전이 일치하지 않아 게임이 멈추거나 저장 파일이 손상될 수 있으니 주의하여 활성화하세요!)"
"ModPanel_12","없음"
"ModPanel_13","(버전 불일치)"
"ModPanel_14","구 버전 모드 【활성화】가 감지되었습니다. 이는 게임이 충돌하거나 멈추거나 진행이 불가능해질 수 있습니다. 게임을 시작하시겠습니까?"
"ModPanel_15","게임 시작"
"influence_relation_1","문주"
"influence_relation_2","세력"
"influence_relation_3","인원수"
"influence_relation_4","동맹"
"influence_relation_5","적대"
"influence_relation_6","외교 시작"
"influence_relation_7","세력 선택"
"influence_relation_8","자원"
"influence_relation_9","중립"
"influence_relation_10","세력 보기"
"influence_tribute_1","상대방이 소유한 지형만 선택하여 공물 요구 가능"
"influence_tribute_2","현재 지형 세력 공물 자원 목록"
"influence_tribute_3","공물 요구"
"influence_tribute_4","다시 선택"
"influence_tribute_5","공물 자원 목록"
"influence_name_bandits","도적"
"influence_delete_tips","「{0}」세력이 멸망했습니다."
"Common_CommonCure","일반 은밀한 질병"
"Common_SpecialCure","특수 은밀한 질병"
"Common_UnusualBuff","이상 상태"
"Common_Cure","치료"
"Common_CureAllCommonCure","모든 일반 은밀한 질병 치료"
"Common_CureAllSpecialCure","모든 특수 은밀한 질병 치료"
"Common_CureAllUnusualBuff","모든 이상 상태 치료"
"Common_ShowAbility","·현재 의술 레벨: {0}"
"Common_AbilityLevelOff","의사의 의술 레벨이 부족하여 치료할 수 없습니다."
"Common_AbilityLevelOn","이번에 치료 가능: {0} | "
"command_name_1","추종"
"command_name_2","정지"
"command_name_3","이탈"
"command_name_4","벌목"
"command_name_5","공격"
"command_name_6","파괴"
"command_name_7","채집"
"command_name_8","광산 채굴"
"command_name_9","목욕"
"command_name_10","수면"
"command_name_14","절도"
"command_name_17","수색"
"command_name_18","증표 획득"
"command_name_19","강우 기원"
"command_name_20","폭설 기원"
"command_name_21","맑은 날씨 기원"
"command_name_22","독살"
"command_name_23","휴식: 땔나무"
"command_name_24","수련"
"command_name_26","점화"
"command_name_27","청루: 앉아서 음악 감상"
"command_name_28","술상에 앉음"
"command_name_29","제사"
"command_name_31","매장"
"command_name_32","깨우기"
"command_name_33","구걸"
"command_name_34","문 따기"
"command_name_35","고인 제사"
"arg_pos_0","우상"
"arg_pos_1","우중"
"arg_pos_2","우하"
"arg_pos_3","정상"
"arg_pos_4","정중"
"arg_pos_5","정하"
"arg_pos_6","좌상"
"arg_pos_7","좌중"
"arg_pos_8","좌하"
"argument_370000","헛소리"
"argument_370001","좋은 말로 설득"
"argument_370002","조용히 이야기하다"
"argument_370003","간단히 말하다"
"argument_370004","처음에는 거만하고 나중에는 공손하다"
"argument_370005","빙빙 돌려 말하다"
"argument_370006","진지하게 이야기하다"
"argument_370007","하나를 알면 열을 안다"
"argument_370008","자기 변명을 잘하다"
"argument_370009","경전을 인용하다"
"argument_370010","말이 앞뒤가 맞지 않다"
"argument_370011","억지로 꿰맞추다"
"argument_370012","피를 토하며 비난하다"
"argument_370013","흰말은 말이 아니다"
"argument_370014","억지 주장을 하다"
"argument_370015","문맥을 벗어나 인용하다"
"argument_370016","억지를 부리다"
"argument_370017","감언이설"
"argument_370018","날카롭게 대립하다"
"argument_370019","여러 가지를 뒤섞어 말하다"
"argument_370020","재치 있는 말"
"argument_370021","핵심을 찌르는 말"
"argument_370022","말 한마디 한마디가 구슬과 같다"
"argument_370023","화려한 말"
"argument_370024","말이 줄줄 이어진다"
"argument_370025","단도직입적으로 말하다"
"argument_370026","말투가 가시 돋치다"
"argument_370027","혼란 속에서 이득을 취하다"
"argument_370028","움츠리고 움츠리다"
"argument_370029","비슷한 것에서 연상하다"
"argument_370030","겉은 강하고 속은 부드럽다"
"argument_370031","경솔하고 무지하다"
"argument_370032","묵묵히 관습을 지키다"
"argument_370033","사납게 날뛰다"
"argument_370034","끈기 있게 노력하다"
"argument_370035","겁먹고 주저하다"
"argument_370036","여유롭게 해내다"
"argument_370037","궁지에 몰린 개가 담을 넘는다"
"argument_370038","단도직입적으로 말하다"
"argument_370039","지장의 큰 서원"
"argument_370040","몽환적인 거품"
"argument_380000","한방으로 결판내다"
"argument_380001","공통점을 찾고 함께 살아가다"
"argument_380002","남을 비꼬아서 욕하다"
"argument_380003","간접적으로 비난하다"
"argument_380004","결론을 내리다"
"argument_380005","큰소리로 이야기하다"
"argument_380006","사람들을 현혹하는 말"
"argument_380007","헛소문"
"argument_380008","한마디로 요약하다"
"argument_380009","허심탄회하게 이야기하다"
"argument_380010","차근차근 가르치다"
"argument_380011","겉과 속이 다르다"
"argument_380012","근거 없는 말"
"argument_380013","천륜을 저버리다"
"argument_380014","모든 유위법"
"argument_unlock_370000","초기 해금"
"argument_unlock_370001","초기 해금"
"argument_unlock_370002","초기 해금"
"argument_unlock_370003","기본 입담 능력 입문 후, 이 헛소리는 <ArguName>「끈기 있게 노력하다」</>로 업그레이드됩니다."
"argument_unlock_370004","기본 입담 능력 소성 후, 이 헛소리는 <ArguName>「처음에는 거만하고 나중에는 공손하다」</>로 업그레이드됩니다."
"argument_unlock_370005","기본 입담 능력 숙련 후, 이 헛소리는 <ArguName>「빙빙 돌려 말하다」</>로 업그레이드됩니다."
"argument_unlock_370006","<ArguNum>3000</> 전을 초과하여 중량이 늘어나면, 이 헛소리는 <ArguName>「진지하게 이야기하다」</>로 업그레이드됩니다."
"argument_unlock_370007","<ArguNum>3</>명 이상의 적과 동시에 전투에 돌입하면, 이 헛소리는 <ArguName>「하나를 알면 열을 안다」</>로 업그레이드됩니다."
"argument_unlock_370008","기본 입담 능력 정통 후, 이 헛소리는 <ArguName>「자기 변명을 잘하다」</>로 업그레이드됩니다."
"argument_unlock_370009","<ArguNum>20</>권 이상의 절학 서적을 소유하면, 이 헛소리는 <ArguName>「경전을 인용하다」</>로 업그레이드됩니다."
"argument_unlock_370010","<ArguNum>10</>명 이상의 캐릭터의 신분 변경을 성공적으로 설득하면, 이 헛소리는 <ArguName>「말이 앞뒤가 맞지 않다」</>로 업그레이드됩니다."
"argument_unlock_370011","기본 입담 능력 대성 후, 이 헛소리는 <ArguName>「억지로 꿰맞추다」</>로 업그레이드됩니다."
"argument_unlock_370012","<ArguNum>3</>번의 유언비어를 날조하면, 이 헛소리는 <ArguName>「피를 토하며 비난하다」</>로 업그레이드됩니다."
"argument_unlock_370013","절학: 형의·마후 습득 후, 이 헛소리는 <ArguName>「흰말은 말이 아니다」</>로 업그레이드됩니다."
"argument_unlock_370014","입담 전투 중, <ArguNum>10</>개 이상의 임의 입담을 제거하면, 이 헛소리는 <ArguName>「억지 주장을 하다」</>로 업그레이드됩니다."
"argument_unlock_370015","불완전한 사람 상태가 되면, 이 헛소리는 <ArguName>「문맥을 벗어나 인용하다」</>로 업그레이드됩니다."
"argument_unlock_370016","연화락 활성화 후, 이 헛소리는 <ArguName>「억지를 부리다」</>로 업그레이드됩니다."
"argument_unlock_370017","마음이 맞는 캐릭터의 호감도를 <ArguNum>1000</>까지 올리면, 이 헛소리는 <ArguName>「감언이설」</>로 업그레이드됩니다."
"argument_unlock_370018","절학: 퇴봉절격 습득 후, 이 헛소리는 <ArguName>「날카롭게 대립하다」</>로 업그레이드됩니다."
"argument_unlock_370019","<ArguNum>7</>명의 자녀를 두면, 이 헛소리는 <ArguName>「여러 가지를 뒤섞어 말하다」</>로 업그레이드됩니다."
"argument_unlock_370020","한 라운드의 입담 전투 중, 연속으로 <ArguNum>5</>개 이상의 효과가 발동하면, 이 헛소리는 <ArguName>「재치 있는 말」</>로 업그레이드됩니다."
"argument_unlock_370021","단일 일반 전투에서 <ArguNum>5</>번 이상 파격을 하면, 이 헛소리는 <ArguName>「핵심을 찌르는 말」</>로 업그레이드됩니다."
"argument_unlock_370022","기본 입담 능력 원만 후, 이 헛소리는 <ArguName>「말 한마디 한마디가 구슬과 같다」</>로 업그레이드됩니다."
"argument_unlock_370023","절학: 만천화우 습득 후, 이 헛소리는 <ArguName>「화려한 말」</>로 업그레이드됩니다."
"argument_unlock_370024","<ArguNum>1</> 접시의 선불망망이성불성을 요리하면, 이 헛소리는 <ArguName>「말이 줄줄 이어진다」</>로 업그레이드됩니다."
"argument_unlock_370025","병기 공격력이 <ArguNum>100</>에 도달하면, 이 헛소리는 <ArguName>「단도직입적으로 말하다」</>로 업그레이드됩니다."
"argument_unlock_370026","내공: 화엄지장경 습득 후, 해금"
"argument_unlock_380000","<ArguNum>1</>개의 전설급 망치 무기를 획득하면 획득"
"argument_unlock_380001","<ArguNum>4</>종류의 진기 유형 내공을 동시에 활성화하면 획득"
"argument_unlock_380002","<ArguNum>3</>개의 역경전혈단 단조 후 획득"
"argument_unlock_380003","<ArguNum>5</>명 이상의 캐릭터와 파티를 이루고 자신이 가장 강한 경우 획득"
"argument_unlock_380004","<ArguNum>10</>명 이상의 캐릭터를 매장하면 획득"
"argument_unlock_380005","공중 명상을 통해 내상을 입으면 획득"
"argument_unlock_380006","<ArguNum>20</>명의 서로 다른 캐릭터에게 절학 타이광을 사용하면 획득"
"argument_unlock_380007","<ArguNum>10</>명 이상과 약간의 원한이 있으면 획득"
"argument_unlock_380008","심경이 <ArguNum>0</>으로 감소하면 획득"
"argument_unlock_380009","<ArguNum>7</>명 이상과 마음이 맞으면 획득"
"argument_unlock_380010","입담 전투를 통해 <ArguNum>1</>명의 캐릭터의 호감도를 <ArguNum>500</>만큼 올리면 획득"
"argument_unlock_380011","음흉하고 교활하며, 원한을 품은 대상이 <ArguNum>5</>명 이상일 때 획득"
"argument_unlock_380012","요음퇴를 사용하여 <ArguNum>10</>명을 불완전한 사람으로 만들면 획득"
"argument_unlock_380013","멸절인성을 가지고 무고한 사람을 <ArguNum>50</>명 이상 학살하면 획득"
"argument_start","입담 시작"
"argument_round_num","제 <ArguRound>{0}</> 라운드"
"argument_libraray","입담 칸 {0}"
"argument_delete","입담 삭제({0})"
"argument_haslibrary","선택된 입담 {0}"
"argument_extra_effect","추가 종결 효과"
"argument_singlechoice","단일 선택 승리 목표"
"argument_multiplechoice","다중 선택 종결 목표"
"argument_keepfight","득촌진척"
"argument_stopfight","만족할 줄 알아야 함"
"argument_add","입담 추가"
"argument_reselect","재고({0})"
"argument_skip","건너뛰기"
"argument_library","입담 목록"
"argument_library_desc","입담 종류를 수집하여 입담 전투에서의 실력을 높이세요!"
"argument_base_dmg","기본 말하기 <ArguNum>{0}</>"
"argument_lock_desc","미획득"
"argument_final_effect","<ArguEnd>종결 옵션</>\\n"
"argument_can_craft","합성 가능한 입담"
"argument_select_craft","합성 선택"
"argument_reselect_merge","다시 선택"
"argument_confirm_merge","합성 확정"
"argument_win","승리"
"argument_lose","패배"
"argument_detail","상세 정보 보기"
"argument_turn_combat","무력으로 해결"
"continue_argument_tips","득촌진척을 선택하면 상대방의 입담 강도가 <ArguNumBig>{0} %</>로 증가합니다.\\n\\n패배 페널티:\\n{1}"
"upn_type_0","<ArguPnType0>속담</>"
"upn_type_1","<ArguPnType1>착한 말</>"
"upn_type_2","<ArguPnType2>나쁜 말</>"
"near_dir_0","왼쪽"
"near_dir_1","오른쪽"
"near_dir_2","위쪽"
"near_dir_3","아래쪽"
"arg_rarity_0","<ArguRarity0>일반</>"
"arg_rarity_1","<ArguRarity1>희귀</>"
"arg_rarity_2","<ArguRarity2>비범</>"
"arg_rarity_3","<ArguRarity3>합성</>"
"arg_str_call_1","<ArgStrCall>입담 강도 1 「말주변이 없다」</>"
"arg_str_call_2","<ArgStrCall>입담 강도 2 「말솜씨가 서툴다」</>"
"arg_str_call_3","<ArgStrCall>입담 강도 3 「말솜씨가 좋다」</>"
"arg_str_call_4","<ArgStrCall>입담 강도 4 「말이 매끄럽다」</>"
"arg_str_call_5","<ArgStrCall>입담 강도 5 「말재주가 좋다」</>"
"arg_str_call_6","<ArgStrCall>입담 강도 6 「말이 거침없다」</>"
"arg_str_call_7","<ArgStrCall>입담 강도 7 「말이 놀랍다」</>"
